run_id,fleet_size,configured_failure_rate,seed,expected_count,received_valid_count,success_count,rollback_count,fail_count,rejected_count,missing_count,final_adoption_rate,signing_ms,aggregation_ms,receipt_root,terminal_outcome_root,cohort_commitment,status,evidence_type,raw_evidence_path
fleet_v2_n100_f02_s2101,100,0.02,2101,100,100,97,0,3,0,0,0.97,197.433833,567.0295,0x94bc88d8668d06b466dc22f6ce525ecc97fd6aecfa7dbcc60896e40026f4c241,0x1c8f4e37738814f9100f8244bca72e892b516febb0cbd08e01bed6498737f8e0,0x53e9cf5c9eb47bf8bd9f47e450cf072ef7747a44fb6e116430ae6adb0389b62b,success,authenticated_software_emulation,results/reviewer_revision/raw/fleet/fleet_v2_n100_f02_s2101
