run_id,repetition,operation,start_ns,end_ns,latency_ms,http_status,status,database_size_bytes,evidence_type
http_sqlite_v2_rep001,1,register_release,796444808642125,796444819033375,10.39125,200,success,4096,local_persistent_backend_measurement
http_sqlite_v2_rep001,1,security_approval,796444819221291,796444820218083,0.996792,200,success,4096,local_persistent_backend_measurement
http_sqlite_v2_rep001,1,regulator_approval,796444820286583,796444821098833,0.81225,200,success,4096,local_persistent_backend_measurement
http_sqlite_v2_rep001,1,start_rollout,796444821154500,796444821951041,0.796541,200,success,4096,local_persistent_backend_measurement
http_sqlite_v2_rep001,1,propose_outcome_summary,796444822015666,796444822858666,0.843,200,success,4096,local_persistent_backend_measurement
http_sqlite_v2_rep001,1,confirm_outcome_summary,796444822920500,796444823736416,0.815916,200,success,4096,local_persistent_backend_measurement
http_sqlite_v2_rep001,1,audit_reconstruction,796444823789875,796444824352583,0.562708,200,success,4096,local_persistent_backend_measurement
